aid	chapter	verse	ayah	jmlh
7632	29	48	وما كُنت تتْلُوا من قبْله من كتبٍ ولا تخُطُهُ بيمينك إذًا لارْتاب الْمُبْطلُون	إذًا لارْتاب الْمُبْطلُون
7633	29	49	بلْ هُو ءايت بينت فى صُدُور الذين أُوتُوا الْعلْم وما يجْحدُ بـايتنا إلا الظلمُون	بلْ هُو ءايت بينت فى صُدُور الذين أُوتُوا الْعلْم
7634	29	49	بلْ هُو ءايت بينت فى صُدُور الذين أُوتُوا الْعلْم وما يجْحدُ بـايتنا إلا الظلمُون	وما يجْحدُ بـايتنا إلا الظلمُون
7635	29	50	وقالُوا لوْلا أُنزل عليْه ءايت من ربه قُلْ إنما الْءايتُ عند الله وإنما أنا نذير مُبين	وقالُوا لوْلا أُنزل عليْه ءايت من ربه
7636	29	50	وقالُوا لوْلا أُنزل عليْه ءايت من ربه قُلْ إنما الْءايتُ عند الله وإنما أنا نذير مُبين	قُلْ إنما الْءايتُ عند الله وإنما أنا نذير مُبين
7637	29	51	أولمْ يكْفهمْ أنا أنزلْنا عليْك الْكتب يُتْلى عليْهمْ إن فى ذلك لرحْمةً وذكْرى لقوْمٍ يُؤْمنُون	أولمْ يكْفهمْ
7638	29	51	أولمْ يكْفهمْ أنا أنزلْنا عليْك الْكتب يُتْلى عليْهمْ إن فى ذلك لرحْمةً وذكْرى لقوْمٍ يُؤْمنُون	أنا أنزلْنا عليْك الْكتب يُتْلى عليْهمْ
7639	29	51	أولمْ يكْفهمْ أنا أنزلْنا عليْك الْكتب يُتْلى عليْهمْ إن فى ذلك لرحْمةً وذكْرى لقوْمٍ يُؤْمنُون	إن فى ذلك لرحْمةً وذكْرى لقوْمٍ يُؤْمنُون
7640	29	52	قُلْ كفى بالله بيْنى وبيْنكُمْ شهيدًا يعْلمُ ما فى السموت والْأرْض والذين ءامنُوا بالْبطل وكفرُوا بالله أُولئك هُمُ الْخسرُون	قُلْ كفى بالله بيْنى وبيْنكُمْ شهيدًا يعْلمُ ما فى السموت والْأرْض
7641	29	52	قُلْ كفى بالله بيْنى وبيْنكُمْ شهيدًا يعْلمُ ما فى السموت والْأرْض والذين ءامنُوا بالْبطل وكفرُوا بالله أُولئك هُمُ الْخسرُون	والذين ءامنُوا بالْبطل وكفرُوا بالله أُولئك هُمُ الْخسرُون
7642	29	53	ويسْتعْجلُونك بالْعذاب ولوْلا أجل مُسمًى لجاءهُمُ الْعذابُ وليأْتينهُم بغْتةً وهُمْ لا يشْعُرُون	ويسْتعْجلُونك بالْعذاب
7643	29	53	ويسْتعْجلُونك بالْعذاب ولوْلا أجل مُسمًى لجاءهُمُ الْعذابُ وليأْتينهُم بغْتةً وهُمْ لا يشْعُرُون	ولوْلا أجل مُسمًى لجاءهُمُ الْعذابُ
7644	29	53	ويسْتعْجلُونك بالْعذاب ولوْلا أجل مُسمًى لجاءهُمُ الْعذابُ وليأْتينهُم بغْتةً وهُمْ لا يشْعُرُون	وليأْتينهُم بغْتةً وهُمْ لا يشْعُرُون
7645	29	54	يسْتعْجلُونك بالْعذاب وإن جهنم لمُحيطة بالْكفرين	يسْتعْجلُونك بالْعذاب
7646	29	54	يسْتعْجلُونك بالْعذاب وإن جهنم لمُحيطة بالْكفرين	وإن جهنم لمُحيطة بالْكفرين يوْم يغْشىهُمُ الْعذابُ من فوْقهمْ ومن تحْت أرْجُلهمْ
7646	29	55	يوْم يغْشىهُمُ الْعذابُ من فوْقهمْ ومن تحْت أرْجُلهمْ ويقُولُ ذُوقُوا ما كُنتُمْ تعْملُون	وإن جهنم لمُحيطة بالْكفرين يوْم يغْشىهُمُ الْعذابُ من فوْقهمْ ومن تحْت أرْجُلهمْ
7647	29	55	يوْم يغْشىهُمُ الْعذابُ من فوْقهمْ ومن تحْت أرْجُلهمْ ويقُولُ ذُوقُوا ما كُنتُمْ تعْملُون	ويقُولُ ذُوقُوا ما كُنتُمْ تعْملُون
7648	29	56	يعبادى الذين ءامنُوا إن أرْضى وسعة فإيى فاعْبُدُون	يعبادى الذين ءامنُوا
7649	29	56	يعبادى الذين ءامنُوا إن أرْضى وسعة فإيى فاعْبُدُون	إن أرْضى وسعة
7650	29	56	يعبادى الذين ءامنُوا إن أرْضى وسعة فإيى فاعْبُدُون	فإيى فاعْبُدُون
7651	29	57	كُلُ نفْسٍ ذائقةُ الْموْت ثُم إليْنا تُرْجعُون	كُلُ نفْسٍ ذائقةُ الْموْت
7652	29	57	كُلُ نفْسٍ ذائقةُ الْموْت ثُم إليْنا تُرْجعُون	ثُم إليْنا تُرْجعُون
7653	29	58	والذين ءامنُوا وعملُوا الصلحت لنُبوئنهُم من الْجنة غُرفًا تجْرى من تحْتها الْأنْهرُ خلدين فيها نعْم أجْرُ الْعملين	والذين ءامنُوا وعملُوا الصلحت لنُبوئنهُم من الْجنة غُرفًا تجْرى من تحْتها الْأنْهرُ خلدين فيها
7654	29	58	والذين ءامنُوا وعملُوا الصلحت لنُبوئنهُم من الْجنة غُرفًا تجْرى من تحْتها الْأنْهرُ خلدين فيها نعْم أجْرُ الْعملين	نعْم أجْرُ الْعملين الذين صبرُوا وعلى ربهمْ يتوكلُون
7654	29	59	الذين صبرُوا وعلى ربهمْ يتوكلُون	نعْم أجْرُ الْعملين الذين صبرُوا وعلى ربهمْ يتوكلُون
7655	29	60	وكأين من دابةٍ لا تحْملُ رزْقها اللهُ يرْزُقُها وإياكُمْ وهُو السميعُ الْعليمُ	وكأين من دابةٍ لا تحْملُ رزْقها اللهُ يرْزُقُها وإياكُمْ
7656	29	60	وكأين من دابةٍ لا تحْملُ رزْقها اللهُ يرْزُقُها وإياكُمْ وهُو السميعُ الْعليمُ	وهُو السميعُ الْعليمُ
7657	29	61	ولئن سألْتهُم منْ خلق السموت والْأرْض وسخر الشمْس والْقمر ليقُولُن اللهُ فأنى يُؤْفكُون	ولئن سألْتهُم منْ خلق السموت والْأرْض وسخر الشمْس والْقمر ليقُولُن اللهُ فأنى يُؤْفكُون
7658	29	62	اللهُ يبْسُطُ الرزْق لمن يشاءُ منْ عباده ويقْدرُ لهُ إن الله بكُل شىْءٍ عليم	اللهُ يبْسُطُ الرزْق لمن يشاءُ منْ عباده ويقْدرُ لهُ
7659	29	62	اللهُ يبْسُطُ الرزْق لمن يشاءُ منْ عباده ويقْدرُ لهُ إن الله بكُل شىْءٍ عليم	إن الله بكُل شىْءٍ عليم
7660	29	63	ولئن سألْتهُم من نزل من السماء ماءً فأحْيا به الْأرْض من بعْد موْتها ليقُولُن اللهُ قُل الْحمْدُ لله بلْ أكْثرُهُمْ لا يعْقلُون	ولئن سألْتهُم من نزل من السماء ماءً فأحْيا به الْأرْض من بعْد موْتها ليقُولُن اللهُ
7661	29	63	ولئن سألْتهُم من نزل من السماء ماءً فأحْيا به الْأرْض من بعْد موْتها ليقُولُن اللهُ قُل الْحمْدُ لله بلْ أكْثرُهُمْ لا يعْقلُون	قُل الْحمْدُ لله
7662	29	63	ولئن سألْتهُم من نزل من السماء ماءً فأحْيا به الْأرْض من بعْد موْتها ليقُولُن اللهُ قُل الْحمْدُ لله بلْ أكْثرُهُمْ لا يعْقلُون	بلْ أكْثرُهُمْ لا يعْقلُون
7663	29	64	وما هذه الْحيوةُ الدُنْيا إلا لهْو ولعب وإن الدار الْءاخرة لهى الْحيوانُ لوْ كانُوا يعْلمُون	وما هذه الْحيوةُ الدُنْيا إلا لهْو ولعب
7664	29	64	وما هذه الْحيوةُ الدُنْيا إلا لهْو ولعب وإن الدار الْءاخرة لهى الْحيوانُ لوْ كانُوا يعْلمُون	وإن الدار الْءاخرة
7665	29	64	وما هذه الْحيوةُ الدُنْيا إلا لهْو ولعب وإن الدار الْءاخرة لهى الْحيوانُ لوْ كانُوا يعْلمُون	لهى الْحيوانُ
7666	29	64	وما هذه الْحيوةُ الدُنْيا إلا لهْو ولعب وإن الدار الْءاخرة لهى الْحيوانُ لوْ كانُوا يعْلمُون	لوْ كانُوا يعْلمُون فإذا ركبُوا فى الْفُلْك دعوُا الله مُخْلصين لهُ الدين
7666	29	65	فإذا ركبُوا فى الْفُلْك دعوُا الله مُخْلصين لهُ الدين فلما نجىهُمْ إلى الْبر إذا هُمْ يُشْركُون	لوْ كانُوا يعْلمُون فإذا ركبُوا فى الْفُلْك دعوُا الله مُخْلصين لهُ الدين
7667	29	65	فإذا ركبُوا فى الْفُلْك دعوُا الله مُخْلصين لهُ الدين فلما نجىهُمْ إلى الْبر إذا هُمْ يُشْركُون	فلما نجىهُمْ إلى الْبر إذا هُمْ يُشْركُون ليكْفُرُوا بما ءاتيْنهُمْ وليتمتعُوا
7667	29	66	ليكْفُرُوا بما ءاتيْنهُمْ وليتمتعُوا فسوْف يعْلمُون	فلما نجىهُمْ إلى الْبر إذا هُمْ يُشْركُون ليكْفُرُوا بما ءاتيْنهُمْ وليتمتعُوا
7668	29	66	ليكْفُرُوا بما ءاتيْنهُمْ وليتمتعُوا فسوْف يعْلمُون	فسوْف
7669	29	66	ليكْفُرُوا بما ءاتيْنهُمْ وليتمتعُوا فسوْف يعْلمُون	يعْلمُون
7670	29	67	أولمْ يروْا أنا جعلْنا حرمًا ءامنًا ويُتخطفُ الناسُ منْ حوْلهمْ أفبالْبطل يُؤْمنُون وبنعْمة الله يكْفُرُون	أولمْ يروْا
7671	29	67	أولمْ يروْا أنا جعلْنا حرمًا ءامنًا ويُتخطفُ الناسُ منْ حوْلهمْ أفبالْبطل يُؤْمنُون وبنعْمة الله يكْفُرُون	أنا جعلْنا حرمًا ءامنًا ويُتخطفُ الناسُ منْ حوْلهمْ
7672	29	67	أولمْ يروْا أنا جعلْنا حرمًا ءامنًا ويُتخطفُ الناسُ منْ حوْلهمْ أفبالْبطل يُؤْمنُون وبنعْمة الله يكْفُرُون	أفبالْبطل يُؤْمنُون وبنعْمة الله يكْفُرُون
7673	29	68	ومنْ أظْلمُ ممن افْترى على الله كذبًا أوْ كذب بالْحق لما جاءهُ أليْس فى جهنم مثْوًى للْكفرين	ومنْ أظْلمُ ممن افْترى على الله كذبًا أوْ كذب بالْحق لما جاءهُ
7674	29	68	ومنْ أظْلمُ ممن افْترى على الله كذبًا أوْ كذب بالْحق لما جاءهُ أليْس فى جهنم مثْوًى للْكفرين	أليْس فى جهنم مثْوًى للْكفرين
7675	29	69	والذين جهدُوا فينا لنهْدينهُمْ سُبُلنا وإن الله لمع الْمُحْسنين	والذين جهدُوا فينا لنهْدينهُمْ سُبُلنا
7676	29	69	والذين جهدُوا فينا لنهْدينهُمْ سُبُلنا وإن الله لمع الْمُحْسنين	وإن الله لمع الْمُحْسنين
7677	30	1	الم	الم غُلبت الرُومُ فى أدْنى الْأرْض
7677	30	2	غُلبت الرُومُ	الم غُلبت الرُومُ فى أدْنى الْأرْض
7677	30	3	فى أدْنى الْأرْض وهُم من بعْد غلبهمْ سيغْلبُون	الم غُلبت الرُومُ فى أدْنى الْأرْض
7678	30	3	فى أدْنى الْأرْض وهُم من بعْد غلبهمْ سيغْلبُون	وهُم من بعْد غلبهمْ سيغْلبُون فى بضْع سنين
7678	30	4	فى بضْع سنين لله الْأمْرُ من قبْلُ ومن بعْدُ ويوْمئذٍ يفْرحُ الْمُؤْمنُون	وهُم من بعْد غلبهمْ سيغْلبُون فى بضْع سنين
7679	30	4	فى بضْع سنين لله الْأمْرُ من قبْلُ ومن بعْدُ ويوْمئذٍ يفْرحُ الْمُؤْمنُون	لله الْأمْرُ من قبْلُ ومن بعْدُ
7680	30	4	فى بضْع سنين لله الْأمْرُ من قبْلُ ومن بعْدُ ويوْمئذٍ يفْرحُ الْمُؤْمنُون	ويوْمئذٍ يفْرحُ الْمُؤْمنُون بنصْر الله
7680	30	5	بنصْر الله ينصُرُ من يشاءُ وهُو الْعزيزُ الرحيمُ	ويوْمئذٍ يفْرحُ الْمُؤْمنُون بنصْر الله
7681	30	5	بنصْر الله ينصُرُ من يشاءُ وهُو الْعزيزُ الرحيمُ	ينصُرُ من يشاءُ
7682	30	5	بنصْر الله ينصُرُ من يشاءُ وهُو الْعزيزُ الرحيمُ	وهُو الْعزيزُ الرحيمُ
7683	30	6	وعْد الله لا يُخْلفُ اللهُ وعْدهُ ولكن أكْثر الناس لا يعْلمُون	وعْد الله
7684	30	6	وعْد الله لا يُخْلفُ اللهُ وعْدهُ ولكن أكْثر الناس لا يعْلمُون	لا يُخْلفُ اللهُ وعْدهُ
7685	30	6	وعْد الله لا يُخْلفُ اللهُ وعْدهُ ولكن أكْثر الناس لا يعْلمُون	ولكن أكْثر الناس لا يعْلمُون يعْلمُون ظهرًا من الْحيوة الدُنْيا وهُمْ عن الْءاخرة هُمْ غفلُون
7685	30	7	يعْلمُون ظهرًا من الْحيوة الدُنْيا وهُمْ عن الْءاخرة هُمْ غفلُون	ولكن أكْثر الناس لا يعْلمُون يعْلمُون ظهرًا من الْحيوة الدُنْيا وهُمْ عن الْءاخرة هُمْ غفلُون
7686	30	8	أولمْ يتفكرُوا فى أنفُسهم ما خلق اللهُ السموت والْأرْض وما بيْنهُما إلا بالْحق وأجلٍ مُسمًى وإن كثيرًا من الناس بلقائ ربهمْ لكفرُون	أولمْ يتفكرُوا فى أنفُسهم
7687	30	8	أولمْ يتفكرُوا فى أنفُسهم ما خلق اللهُ السموت والْأرْض وما بيْنهُما إلا بالْحق وأجلٍ مُسمًى وإن كثيرًا من الناس بلقائ ربهمْ لكفرُون	ما خلق اللهُ السموت والْأرْض وما بيْنهُما إلا بالْحق وأجلٍ مُسمًى
7688	30	8	أولمْ يتفكرُوا فى أنفُسهم ما خلق اللهُ السموت والْأرْض وما بيْنهُما إلا بالْحق وأجلٍ مُسمًى وإن كثيرًا من الناس بلقائ ربهمْ لكفرُون	وإن كثيرًا من الناس بلقائ ربهمْ لكفرُون
7689	30	9	أولمْ يسيرُوا فى الْأرْض فينظُرُوا كيْف كان عقبةُ الذين من قبْلهمْ كانُوا أشد منْهُمْ قُوةً وأثارُوا الْأرْض وعمرُوها أكْثر مما عمرُوها وجاءتْهُمْ رُسُلُهُم بالْبينت فما كان اللهُ ليظْلمهُمْ ولكن كانُوا أنفُسهُمْ يظْلمُون	أولمْ يسيرُوا فى الْأرْض فينظُرُوا كيْف كان عقبةُ الذين من قبْلهمْ كانُوا أشد منْهُمْ قُوةً وأثارُوا الْأرْض وعمرُوها أكْثر مما عمرُوها
7690	30	9	أولمْ يسيرُوا فى الْأرْض فينظُرُوا كيْف كان عقبةُ الذين من قبْلهمْ كانُوا أشد منْهُمْ قُوةً وأثارُوا الْأرْض وعمرُوها أكْثر مما عمرُوها وجاءتْهُمْ رُسُلُهُم بالْبينت فما كان اللهُ ليظْلمهُمْ ولكن كانُوا أنفُسهُمْ يظْلمُون	وجاءتْهُمْ رُسُلُهُم بالْبينت
7691	30	9	أولمْ يسيرُوا فى الْأرْض فينظُرُوا كيْف كان عقبةُ الذين من قبْلهمْ كانُوا أشد منْهُمْ قُوةً وأثارُوا الْأرْض وعمرُوها أكْثر مما عمرُوها وجاءتْهُمْ رُسُلُهُم بالْبينت فما كان اللهُ ليظْلمهُمْ ولكن كانُوا أنفُسهُمْ يظْلمُون	فما كان اللهُ ليظْلمهُمْ
7692	30	9	أولمْ يسيرُوا فى الْأرْض فينظُرُوا كيْف كان عقبةُ الذين من قبْلهمْ كانُوا أشد منْهُمْ قُوةً وأثارُوا الْأرْض وعمرُوها أكْثر مما عمرُوها وجاءتْهُمْ رُسُلُهُم بالْبينت فما كان اللهُ ليظْلمهُمْ ولكن كانُوا أنفُسهُمْ يظْلمُون	ولكن كانُوا أنفُسهُمْ يظْلمُون
7693	30	10	ثُم كان عقبة الذين أسـُوا السُوأى أن كذبُوا بـايت الله وكانُوا بها يسْتهْزءُون	ثُم كان عقبة الذين أسـُوا السُوأى
7694	30	10	ثُم كان عقبة الذين أسـُوا السُوأى أن كذبُوا بـايت الله وكانُوا بها يسْتهْزءُون	أن كذبُوا بـايت الله
7695	30	10	ثُم كان عقبة الذين أسـُوا السُوأى أن كذبُوا بـايت الله وكانُوا بها يسْتهْزءُون	وكانُوا بها يسْتهْزءُون
7696	30	11	اللهُ يبْدؤُا الْخلْق ثُم يُعيدُهُ ثُم إليْه تُرْجعُون	اللهُ يبْدؤُا الْخلْق ثُم يُعيدُهُ
7697	30	11	اللهُ يبْدؤُا الْخلْق ثُم يُعيدُهُ ثُم إليْه تُرْجعُون	ثُم إليْه تُرْجعُون
7698	30	12	ويوْم تقُومُ الساعةُ يُبْلسُ الْمُجْرمُون	ويوْم تقُومُ الساعةُ
7699	30	12	ويوْم تقُومُ الساعةُ يُبْلسُ الْمُجْرمُون	يُبْلسُ الْمُجْرمُون
7700	30	13	ولمْ يكُن لهُم من شُركائهمْ شُفعؤُا وكانُوا بشُركائهمْ كفرين	ولمْ يكُن لهُم من شُركائهمْ شُفعؤُا
7701	30	13	ولمْ يكُن لهُم من شُركائهمْ شُفعؤُا وكانُوا بشُركائهمْ كفرين	وكانُوا بشُركائهمْ كفرين
7702	30	14	ويوْم تقُومُ الساعةُ يوْمئذٍ يتفرقُون	ويوْم تقُومُ الساعةُ يوْمئذٍ يتفرقُون
7703	30	16	وأما الذين كفرُوا وكذبُوا بـايتنا ولقائ الْءاخرة فأُولئك فى الْعذاب مُحْضرُون	فأما الذين ءامنُوا وعملُوا الصلحت فهُمْ فى روْضةٍ يُحْبرُون وأما الذين كفرُوا وكذبُوا بـايتنا ولقائ الْءاخرة
7704	30	16	وأما الذين كفرُوا وكذبُوا بـايتنا ولقائ الْءاخرة فأُولئك فى الْعذاب مُحْضرُون	فأُولئك فى الْعذاب مُحْضرُون فسُبْحن الله حين تُمْسُون وحين تُصْبحُون ولهُ الْحمْدُ فى السموت والْأرْض وعشيًا وحين تُظْهرُون
7703	30	15	فأما الذين ءامنُوا وعملُوا الصلحت فهُمْ فى روْضةٍ يُحْبرُون	فأما الذين ءامنُوا وعملُوا الصلحت فهُمْ فى روْضةٍ يُحْبرُون وأما الذين كفرُوا وكذبُوا بـايتنا ولقائ الْءاخرة
7704	30	17	فسُبْحن الله حين تُمْسُون وحين تُصْبحُون	فأُولئك فى الْعذاب مُحْضرُون فسُبْحن الله حين تُمْسُون وحين تُصْبحُون ولهُ الْحمْدُ فى السموت والْأرْض وعشيًا وحين تُظْهرُون
7704	30	18	ولهُ الْحمْدُ فى السموت والْأرْض وعشيًا وحين تُظْهرُون	فأُولئك فى الْعذاب مُحْضرُون فسُبْحن الله حين تُمْسُون وحين تُصْبحُون ولهُ الْحمْدُ فى السموت والْأرْض وعشيًا وحين تُظْهرُون
7705	30	19	يُخْرجُ الْحى من الْميت ويُخْرجُ الْميت من الْحى ويُحْى الْأرْض بعْد موْتها وكذلك تُخْرجُون	يُخْرجُ الْحى من الْميت ويُخْرجُ الْميت من الْحى ويُحْى الْأرْض بعْد موْتها
7706	30	19	يُخْرجُ الْحى من الْميت ويُخْرجُ الْميت من الْحى ويُحْى الْأرْض بعْد موْتها وكذلك تُخْرجُون	وكذلك
7707	30	19	يُخْرجُ الْحى من الْميت ويُخْرجُ الْميت من الْحى ويُحْى الْأرْض بعْد موْتها وكذلك تُخْرجُون	تُخْرجُون
7708	30	20	ومنْ ءايته أنْ خلقكُم من تُرابٍ ثُم إذا أنتُم بشر تنتشرُون	ومنْ ءايته أنْ خلقكُم من تُرابٍ ثُم إذا أنتُم بشر تنتشرُون ومنْ ءايته أنْ خلق لكُم منْ أنفُسكُمْ أزْوجًا لتسْكُنُوا إليْها
7708	30	21	ومنْ ءايته أنْ خلق لكُم منْ أنفُسكُمْ أزْوجًا لتسْكُنُوا إليْها وجعل بيْنكُم مودةً ورحْمةً إن فى ذلك لءايتٍ لقوْمٍ يتفكرُون	ومنْ ءايته أنْ خلقكُم من تُرابٍ ثُم إذا أنتُم بشر تنتشرُون ومنْ ءايته أنْ خلق لكُم منْ أنفُسكُمْ أزْوجًا لتسْكُنُوا إليْها
7709	30	21	ومنْ ءايته أنْ خلق لكُم منْ أنفُسكُمْ أزْوجًا لتسْكُنُوا إليْها وجعل بيْنكُم مودةً ورحْمةً إن فى ذلك لءايتٍ لقوْمٍ يتفكرُون	وجعل بيْنكُم مودةً ورحْمةً
7710	30	21	ومنْ ءايته أنْ خلق لكُم منْ أنفُسكُمْ أزْوجًا لتسْكُنُوا إليْها وجعل بيْنكُم مودةً ورحْمةً إن فى ذلك لءايتٍ لقوْمٍ يتفكرُون	إن فى ذلك لءايتٍ لقوْمٍ يتفكرُون
7711	30	22	ومنْ ءايته خلْقُ السموت والْأرْض واخْتلفُ ألْسنتكُمْ وألْونكُمْ إن فى ذلك لءايتٍ للْعلمين	ومنْ ءايته خلْقُ السموت والْأرْض واخْتلفُ ألْسنتكُمْ وألْونكُمْ
7712	30	22	ومنْ ءايته خلْقُ السموت والْأرْض واخْتلفُ ألْسنتكُمْ وألْونكُمْ إن فى ذلك لءايتٍ للْعلمين	إن فى ذلك لءايتٍ للْعلمين
7713	30	23	ومنْ ءايته منامُكُم باليْل والنهار وابْتغاؤُكُم من فضْله إن فى ذلك لءايتٍ لقوْمٍ يسْمعُون	ومنْ ءايته منامُكُم باليْل والنهار وابْتغاؤُكُم من فضْله
7714	30	23	ومنْ ءايته منامُكُم باليْل والنهار وابْتغاؤُكُم من فضْله إن فى ذلك لءايتٍ لقوْمٍ يسْمعُون	إن فى ذلك لءايتٍ لقوْمٍ يسْمعُون
7715	30	24	ومنْ ءايته يُريكُمُ الْبرْق خوْفًا وطمعًا ويُنزلُ من السماء ماءً فيُحْى به الْأرْض بعْد موْتها إن فى ذلك لءايتٍ لقوْمٍ يعْقلُون	ومنْ ءايته يُريكُمُ الْبرْق خوْفًا وطمعًا ويُنزلُ من السماء ماءً فيُحْى به الْأرْض بعْد موْتها
7716	30	24	ومنْ ءايته يُريكُمُ الْبرْق خوْفًا وطمعًا ويُنزلُ من السماء ماءً فيُحْى به الْأرْض بعْد موْتها إن فى ذلك لءايتٍ لقوْمٍ يعْقلُون	إن فى ذلك لءايتٍ لقوْمٍ يعْقلُون
7717	30	25	ومنْ ءايته أن تقُوم السماءُ والْأرْضُ بأمْره ثُم إذا دعاكُمْ دعْوةً من الْأرْض إذا أنتُمْ تخْرُجُون	ومنْ ءايته أن تقُوم السماءُ والْأرْضُ بأمْره
7718	30	25	ومنْ ءايته أن تقُوم السماءُ والْأرْضُ بأمْره ثُم إذا دعاكُمْ دعْوةً من الْأرْض إذا أنتُمْ تخْرُجُون	ثُم إذا دعاكُمْ دعْوةً من الْأرْض
7719	30	25	ومنْ ءايته أن تقُوم السماءُ والْأرْضُ بأمْره ثُم إذا دعاكُمْ دعْوةً من الْأرْض إذا أنتُمْ تخْرُجُون	إذا أنتُمْ تخْرُجُون
7720	30	26	ولهُ من فى السموت والْأرْض كُل لهُ قنتُون	ولهُ من فى السموت والْأرْض كُل
7721	30	26	ولهُ من فى السموت والْأرْض كُل لهُ قنتُون	لهُ قنتُون
7722	30	27	وهُو الذى يبْدؤُا الْخلْق ثُم يُعيدُهُ وهُو أهْونُ عليْه ولهُ الْمثلُ الْأعْلى فى السموت والْأرْض وهُو الْعزيزُ الْحكيمُ	وهُو الذى يبْدؤُا الْخلْق ثُم يُعيدُهُ
7723	30	27	وهُو الذى يبْدؤُا الْخلْق ثُم يُعيدُهُ وهُو أهْونُ عليْه ولهُ الْمثلُ الْأعْلى فى السموت والْأرْض وهُو الْعزيزُ الْحكيمُ	وهُو أهْونُ عليْه
7724	30	27	وهُو الذى يبْدؤُا الْخلْق ثُم يُعيدُهُ وهُو أهْونُ عليْه ولهُ الْمثلُ الْأعْلى فى السموت والْأرْض وهُو الْعزيزُ الْحكيمُ	ولهُ الْمثلُ الْأعْلى فى السموت والْأرْض
7725	30	27	وهُو الذى يبْدؤُا الْخلْق ثُم يُعيدُهُ وهُو أهْونُ عليْه ولهُ الْمثلُ الْأعْلى فى السموت والْأرْض وهُو الْعزيزُ الْحكيمُ	وهُو الْعزيزُ الْحكيمُ
7726	30	28	ضرب لكُم مثلًا منْ أنفُسكُمْ هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ كذلك نُفصلُ الْءايت لقوْمٍ يعْقلُون	ضرب لكُم مثلًا منْ أنفُسكُمْ
7727	30	28	ضرب لكُم مثلًا منْ أنفُسكُمْ هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ كذلك نُفصلُ الْءايت لقوْمٍ يعْقلُون	هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ
7728	30	28	ضرب لكُم مثلًا منْ أنفُسكُمْ هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ كذلك نُفصلُ الْءايت لقوْمٍ يعْقلُون	فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ
7729	30	28	ضرب لكُم مثلًا منْ أنفُسكُمْ هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ كذلك نُفصلُ الْءايت لقوْمٍ يعْقلُون	كذلك
7730	30	28	ضرب لكُم مثلًا منْ أنفُسكُمْ هل لكُم من ما ملكتْ أيْمنُكُم من شُركاء فى ما رزقْنكُمْ فأنتُمْ فيه سواء تخافُونهُمْ كخيفتكُمْ أنفُسكُمْ كذلك نُفصلُ الْءايت لقوْمٍ يعْقلُون	نُفصلُ الْءايت لقوْمٍ يعْقلُون
7731	30	29	بل اتبع الذين ظلمُوا أهْواءهُم بغيْر علْمٍ فمن يهْدى منْ أضل اللهُ وما لهُم من نصرين	بل اتبع الذين ظلمُوا أهْواءهُم بغيْر علْمٍ
7732	30	29	بل اتبع الذين ظلمُوا أهْواءهُم بغيْر علْمٍ فمن يهْدى منْ أضل اللهُ وما لهُم من نصرين	فمن يهْدى منْ أضل اللهُ وما لهُم من نصرين
7733	30	30	فأقمْ وجْهك للدين حنيفًا فطْرت الله التى فطر الناس عليْها لا تبْديل لخلْق الله ذلك الدينُ الْقيمُ ولكن أكْثر الناس لا يعْلمُون	فأقمْ وجْهك للدين
7734	30	30	فأقمْ وجْهك للدين حنيفًا فطْرت الله التى فطر الناس عليْها لا تبْديل لخلْق الله ذلك الدينُ الْقيمُ ولكن أكْثر الناس لا يعْلمُون	حنيفًا فطْرت الله التى فطر الناس عليْها لا تبْديل لخلْق الله ذلك الدينُ الْقيمُ ولكن أكْثر الناس لا يعْلمُون مُنيبين إليْه
7734	30	31	مُنيبين إليْه واتقُوهُ وأقيمُوا الصلوة ولا تكُونُوا من الْمُشْركين	حنيفًا فطْرت الله التى فطر الناس عليْها لا تبْديل لخلْق الله ذلك الدينُ الْقيمُ ولكن أكْثر الناس لا يعْلمُون مُنيبين إليْه
7735	30	31	مُنيبين إليْه واتقُوهُ وأقيمُوا الصلوة ولا تكُونُوا من الْمُشْركين	واتقُوهُ وأقيمُوا الصلوة
7736	30	31	مُنيبين إليْه واتقُوهُ وأقيمُوا الصلوة ولا تكُونُوا من الْمُشْركين	ولا تكُونُوا من الْمُشْركين من الذين فرقُوا دينهُمْ وكانُوا شيعًا
7736	30	32	من الذين فرقُوا دينهُمْ وكانُوا شيعًا كُلُ حزْبٍ بما لديْهمْ فرحُون	ولا تكُونُوا من الْمُشْركين من الذين فرقُوا دينهُمْ وكانُوا شيعًا
